Word,Landmark Index,X Coordinate,Y Coordinate,Z Coordinate
Car Accident ,14,0.292605,0.528241,-0.043526
Car Accident ,15,0.328958,0.500126,-0.047694
Car Accident ,16,0.356536,0.480078,-0.051199
Car Accident ,17,0.248667,0.634362,-0.038378
Car Accident ,18,0.291231,0.596534,-0.045326
Car Accident ,19,0.314647,0.581271,-0.046088
Car Accident ,20,0.333700,0.567558,-0.046657
Car Accident ,0,0.783909,0.654876,0.000000
Car Accident ,1,0.793852,0.570086,0.007935
Car Accident ,2,0.781698,0.488474,0.008728
Car Accident ,3,0.776369,0.429456,0.008348
Car Accident ,4,0.790972,0.392180,0.006301
Car Accident ,5,0.755090,0.442793,-0.018905
Car Accident ,6,0.720386,0.355425,-0.028867
Car Accident ,7,0.694187,0.304931,-0.032102
Car Accident ,8,0.671934,0.268965,-0.034302
Car Accident ,9,0.732818,0.474219,-0.027701
Car Accident ,10,0.684560,0.392900,-0.038399
Car Accident ,11,0.649508,0.350309,-0.040756
Car Accident ,12,0.620777,0.323125,-0.041867
Car Accident ,13,0.712674,0.519442,-0.034184
Car Accident ,14,0.658741,0.469486,-0.042560
Car Accident ,15,0.624036,0.440538,-0.046146
Car Accident ,16,0.597980,0.419615,-0.048661
Car Accident ,17,0.695963,0.572524,-0.039229
Car Accident ,18,0.652734,0.555001,-0.048779
Car Accident ,19,0.624961,0.545155,-0.052623
Car Accident ,20,0.603158,0.534523,-0.054082
Car Accident ,0,0.174422,0.710687,0.000000
Car Accident ,1,0.170388,0.611337,-0.000470
Car Accident ,2,0.184215,0.511635,-0.004734
Car Accident ,3,0.189387,0.440376,-0.007786
Car Accident ,4,0.172937,0.401057,-0.011597
Car Accident ,5,0.206148,0.492032,-0.025228
Car Accident ,6,0.243775,0.402215,-0.037975
Car Accident ,7,0.273227,0.350956,-0.044964
Car Accident ,8,0.298132,0.315880,-0.048921
Car Accident ,9,0.231422,0.536199,-0.031346
Car Accident ,10,0.293582,0.465267,-0.039238
Car Accident ,11,0.332691,0.429448,-0.042960
Car Accident ,12,0.362740,0.404426,-0.046438
Car Accident ,13,0.252309,0.588485,-0.035972
Car Accident ,14,0.309860,0.529982,-0.043551
Car Accident ,15,0.344544,0.502252,-0.046784
Car Accident ,16,0.370543,0.482637,-0.049686
Car Accident ,17,0.268447,0.639434,-0.039698
Car Accident ,18,0.308632,0.599429,-0.045136
Car Accident ,19,0.330461,0.584811,-0.043978
Car Accident ,20,0.347718,0.572345,-0.043185
Car Accident ,0,0.770699,0.663275,0.000000
Car Accident ,1,0.781862,0.578213,0.008154
Car Accident ,2,0.770493,0.493825,0.009476
Car Accident ,3,0.764785,0.434147,0.009569
Car Accident ,4,0.778935,0.397767,0.007952
Car Accident ,5,0.742685,0.446451,-0.017492
Car Accident ,6,0.707241,0.360971,-0.026465
Car Accident ,7,0.680714,0.311275,-0.028836
Car Accident ,8,0.658723,0.277323,-0.030370
Car Accident ,9,0.720251,0.478567,-0.026298
Car Accident ,10,0.670317,0.400433,-0.036375
Car Accident ,11,0.635168,0.359241,-0.038221
Car Accident ,12,0.606515,0.334054,-0.038830
Car Accident ,13,0.699978,0.524665,-0.032804
Car Accident ,14,0.646297,0.475421,-0.040770
Car Accident ,15,0.612497,0.446304,-0.044009
Car Accident ,16,0.587208,0.425646,-0.046178
Car Accident ,17,0.683074,0.579509,-0.037894
Car Accident ,18,0.641214,0.562109,-0.047007
Car Accident ,19,0.614127,0.552015,-0.050681
Car Accident ,20,0.592797,0.542588,-0.051973
Car Accident ,0,0.201214,0.711796,0.000000
Car Accident ,1,0.199173,0.610630,-0.002676
Car Accident ,2,0.211267,0.507795,-0.008832
Car Accident ,3,0.213482,0.438916,-0.013605
Car Accident ,4,0.193096,0.409040,-0.019009
Car Accident ,5,0.231764,0.495167,-0.027102
Car Accident ,6,0.268927,0.410020,-0.040605
Car Accident ,7,0.298853,0.363312,-0.048457
Car Accident ,8,0.323543,0.331247,-0.053039
Car Accident ,9,0.257368,0.542759,-0.032211
Car Accident ,10,0.317073,0.475461,-0.040600
Car Accident ,11,0.356588,0.440821,-0.044424
Car Accident ,12,0.386926,0.415552,-0.047960
Car Accident ,13,0.278440,0.596612,-0.035995
Car Accident ,14,0.333376,0.542396,-0.042943
Car Accident ,15,0.366526,0.515217,-0.045673
Car Accident ,16,0.391148,0.495494,-0.048124
Car Accident ,17,0.294676,0.648055,-0.039212
Car Accident ,18,0.331683,0.610172,-0.042790
Car Accident ,19,0.351641,0.594623,-0.040773
Car Accident ,20,0.367572,0.581555,-0.039623
Car Accident ,0,0.750922,0.673153,0.000000
Car Accident ,1,0.763058,0.579230,0.007993
Car Accident ,2,0.752251,0.488739,0.010308
Car Accident ,3,0.748522,0.430583,0.011199
Car Accident ,4,0.762447,0.399712,0.010227
Car Accident ,5,0.721839,0.453786,-0.015169
Car Accident ,6,0.685988,0.369802,-0.022736
Car Accident ,7,0.660531,0.321849,-0.024517
Car Accident ,8,0.639289,0.288824,-0.025537
Car Accident ,9,0.697163,0.487610,-0.023228
Car Accident ,10,0.647006,0.414045,-0.031022
Car Accident ,11,0.613538,0.372152,-0.032702
Car Accident ,12,0.586688,0.345801,-0.033709
Car Accident ,13,0.675379,0.533874,-0.029184
Car Accident ,14,0.624529,0.489822,-0.035180
Car Accident ,15,0.596639,0.460901,-0.038670
Car Accident ,16,0.576317,0.440422,-0.041365
Car Accident ,17,0.657706,0.587440,-0.033858
Car Accident ,18,0.616633,0.571959,-0.041429
Car Accident ,19,0.591800,0.563437,-0.045002
Car Accident ,20,0.572654,0.556866,-0.046458
Car Accident ,0,0.239231,0.712145,0.000000
Car Accident ,1,0.235546,0.612839,-0.005720
Car Accident ,2,0.245696,0.508853,-0.016336
Car Accident ,3,0.248695,0.441582,-0.024723
Car Accident ,4,0.235838,0.406239,-0.033463
Car Accident ,5,0.266896,0.499615,-0.035892
Car Accident ,6,0.308156,0.419669,-0.051973
Car Accident ,7,0.338023,0.379176,-0.061213
Car Accident ,8,0.360399,0.355233,-0.065523
Car Accident ,9,0.292632,0.550625,-0.038836
Car Accident ,10,0.354840,0.489207,-0.047508
Car Accident ,11,0.390216,0.457211,-0.048425
Car Accident ,12,0.412588,0.435564,-0.049456
Car Accident ,13,0.315590,0.606211,-0.040454
Car Accident ,14,0.373543,0.558649,-0.044451
Car Accident ,15,0.400672,0.527292,-0.041155
Car Accident ,16,0.415331,0.508536,-0.039495
Car Accident ,17,0.334423,0.659415,-0.042083
Car Accident ,18,0.370961,0.611587,-0.041075
Car Accident ,19,0.384062,0.588252,-0.033510
Car Accident ,20,0.391051,0.572552,-0.028245
Car Accident ,0,0.723092,0.687668,0.000000
Car Accident ,1,0.737089,0.588990,0.006003
Car Accident ,2,0.726762,0.495901,0.005977
Car Accident ,3,0.719749,0.438578,0.004612
Car Accident ,4,0.732601,0.410483,0.001235
Car Accident ,5,0.697737,0.461408,-0.018416
Car Accident ,6,0.662117,0.383277,-0.028894
Car Accident ,7,0.634128,0.337221,-0.033969
Car Accident ,8,0.611070,0.306974,-0.037103
Car Accident ,9,0.669980,0.497968,-0.026723
Car Accident ,10,0.619677,0.429169,-0.035429
Car Accident ,11,0.585074,0.391683,-0.037906
Car Accident ,12,0.558854,0.370809,-0.039596
Car Accident ,13,0.646173,0.547375,-0.032971
Car Accident ,14,0.598226,0.498833,-0.038353
Car Accident ,15,0.574655,0.471541,-0.039149
Car Accident ,16,0.560183,0.453715,-0.040074
Car Accident ,17,0.626780,0.606198,-0.038393
Car Accident ,18,0.587369,0.587916,-0.044128
Car Accident ,19,0.566823,0.577492,-0.044455
Car Accident ,20,0.554285,0.571157,-0.043518
Car Accident ,0,0.273127,0.733238,0.000000
Car Accident ,1,0.267555,0.638661,-0.002856
Car Accident ,2,0.282375,0.539995,-0.009638
Car Accident ,3,0.293257,0.464099,-0.015438
Car Accident ,4,0.288957,0.412364,-0.020314
Car Accident ,5,0.299235,0.521945,-0.029135
Car Accident ,6,0.347584,0.437187,-0.044478
Car Accident ,7,0.383586,0.431249,-0.052156
Car Accident ,8,0.402645,0.447920,-0.054651
Car Accident ,9,0.327025,0.565284,-0.032108
Car Accident ,10,0.387544,0.514562,-0.039689
Car Accident ,11,0.410497,0.516377,-0.038854
Car Accident ,12,0.413625,0.524998,-0.038327
Car Accident ,13,0.351432,0.620567,-0.033743
Car Accident ,14,0.403396,0.585021,-0.035299
Car Accident ,15,0.411052,0.586247,-0.028036
Car Accident ,16,0.402614,0.596751,-0.024017
Car Accident ,17,0.370603,0.677322,-0.035595
Car Accident ,18,0.398976,0.655398,-0.033232
Car Accident ,19,0.399220,0.657799,-0.024395
Car Accident ,20,0.390466,0.667425,-0.017489
Car Accident ,0,0.675815,0.701856,-0.000000
Car Accident ,1,0.689399,0.604806,0.006178
Car Accident ,2,0.682046,0.502583,0.002722
Car Accident ,3,0.680328,0.442866,-0.002476
Car Accident ,4,0.690661,0.416961,-0.008932
Car Accident ,5,0.648598,0.462161,-0.018413
Car Accident ,6,0.598678,0.383361,-0.032137
Car Accident ,7,0.591944,0.396867,-0.037928
Car Accident ,8,0.603384,0.422940,-0.039525
Car Accident ,9,0.621776,0.507723,-0.027882
Car Accident ,10,0.566198,0.423274,-0.039899
Car Accident ,11,0.568613,0.454087,-0.039151
Car Accident ,12,0.586622,0.492596,-0.036176
Car Accident ,13,0.598252,0.563309,-0.035526
Car Accident ,14,0.549269,0.507180,-0.043539
Car Accident ,15,0.558184,0.532733,-0.034373
Car Accident ,16,0.578474,0.561432,-0.026518
Car Accident ,17,0.579251,0.624559,-0.042137
Car Accident ,18,0.541326,0.577083,-0.047579
Car Accident ,19,0.552798,0.596104,-0.037462
Car Accident ,20,0.572439,0.620151,-0.027962
Car Accident ,0,0.292568,0.767380,-0.000000
Car Accident ,1,0.296589,0.659731,0.001275
Car Accident ,2,0.327816,0.565433,-0.004671
Car Accident ,3,0.359309,0.498719,-0.011826
Car Accident ,4,0.373091,0.455162,-0.016862
Car Accident ,5,0.346787,0.547068,-0.018290
Car Accident ,6,0.410357,0.501262,-0.036049
Car Accident ,7,0.416905,0.523510,-0.045720
Car Accident ,8,0.405275,0.547521,-0.049086
Car Accident ,9,0.362659,0.598462,-0.027169
Car Accident ,10,0.427825,0.564345,-0.035220
Car Accident ,11,0.428884,0.577785,-0.035714
Car Accident ,12,0.413099,0.593249,-0.036598
Car Accident ,13,0.377670,0.657705,-0.035615
Car Accident ,14,0.433769,0.633318,-0.039607
Car Accident ,15,0.426741,0.641253,-0.032050
Car Accident ,16,0.407543,0.653418,-0.028158
Car Accident ,17,0.389912,0.719929,-0.044331
Car Accident ,18,0.425100,0.699540,-0.044239
Car Accident ,19,0.416110,0.708920,-0.034723
Car Accident ,20,0.401146,0.722730,-0.027725
Car Accident ,0,0.651445,0.762600,-0.000000
Car Accident ,1,0.667193,0.632006,-0.001909
Car Accident ,2,0.644829,0.518277,-0.004320
Car Accident ,3,0.611772,0.461369,-0.006828
Car Accident ,4,0.582383,0.456622,-0.009525
Car Accident ,5,0.602294,0.507870,-0.012381
Car Accident ,6,0.539618,0.478110,-0.026272
Car Accident ,7,0.548266,0.500629,-0.036508
Car Accident ,8,0.571463,0.522301,-0.040977
Car Accident ,9,0.575370,0.563312,-0.015003
Car Accident ,10,0.518588,0.528889,-0.022442
Car Accident ,11,0.529230,0.548779,-0.024542
Car Accident ,12,0.552359,0.572704,-0.025983
Car Accident ,13,0.555084,0.623376,-0.017489
Car Accident ,14,0.513766,0.595582,-0.022973
Car Accident ,15,0.525695,0.606512,-0.019407
Car Accident ,16,0.547707,0.622784,-0.017058
Car Accident ,17,0.541741,0.681206,-0.020065
Car Accident ,18,0.516154,0.656479,-0.023076
Car Accident ,19,0.529637,0.668893,-0.016807
Car Accident ,20,0.547297,0.686456,-0.011100
Car Accident ,0,0.324989,0.769544,-0.000000
Car Accident ,1,0.343256,0.652327,0.002259
Car Accident ,2,0.384931,0.589850,-0.001275
Car Accident ,3,0.424464,0.572020,-0.006518
Car Accident ,4,0.451753,0.573039,-0.009967
Car Accident ,5,0.412774,0.577786,-0.005569
Car Accident ,6,0.466093,0.550554,-0.016651
Car Accident ,7,0.458964,0.576767,-0.024402
Car Accident ,8,0.439272,0.595765,-0.027659
Car Accident ,9,0.431150,0.634350,-0.011392
Car Accident ,10,0.473243,0.612881,-0.012540
Car Accident ,11,0.463903,0.625483,-0.013595
Car Accident ,12,0.442923,0.634032,-0.016194
Car Accident ,13,0.442675,0.692322,-0.017177
Car Accident ,14,0.472073,0.673359,-0.015584
Car Accident ,15,0.460996,0.681554,-0.010477
Car Accident ,16,0.440999,0.688087,-0.009314
Car Accident ,17,0.447688,0.744990,-0.023288
Car Accident ,18,0.464380,0.726059,-0.018725
Car Accident ,19,0.452736,0.731064,-0.009567
Car Accident ,20,0.436277,0.738418,-0.003593
Car Accident ,0,0.604853,0.786927,0.000000
Car Accident ,1,0.606448,0.656188,0.004364
Car Accident ,2,0.578424,0.574860,0.003831
Car Accident ,3,0.540273,0.543922,0.002331
Car Accident ,4,0.510002,0.553781,0.001235
Car Accident ,5,0.545478,0.560860,-0.004592
Car Accident ,6,0.506745,0.509787,-0.009368
Car Accident ,7,0.514268,0.529042,-0.011680
Car Accident ,8,0.527796,0.555175,-0.011523
Car Accident ,9,0.522115,0.606430,-0.007865
Car Accident ,10,0.489766,0.554360,-0.005766
Car Accident ,11,0.501357,0.570986,-0.003387
Car Accident ,12,0.517624,0.596615,-0.002897
Car Accident ,13,0.505075,0.658432,-0.010161
Car Accident ,14,0.485060,0.613667,-0.004266
Car Accident ,15,0.496873,0.626967,0.001834
Car Accident ,16,0.510832,0.649265,0.003234
Car Accident ,17,0.493204,0.710878,-0.012102
Car Accident ,18,0.483404,0.673976,-0.005495
Car Accident ,19,0.496133,0.679560,0.003127
Car Accident ,20,0.508125,0.696770,0.008827
Car Accident ,0,0.343327,0.775694,-0.000000
Car Accident ,1,0.360735,0.650794,-0.000174
Car Accident ,2,0.401868,0.584975,-0.005113
Car Accident ,3,0.443440,0.580583,-0.010800
Car Accident ,4,0.471231,0.601998,-0.014338
Car Accident ,5,0.426697,0.591058,-0.012593
Car Accident ,6,0.473845,0.555450,-0.021103
Car Accident ,7,0.453585,0.573218,-0.025738
Car Accident ,8,0.429824,0.595885,-0.027236
Car Accident ,9,0.445438,0.655495,-0.015932
Car Accident ,10,0.477773,0.614830,-0.016059
Car Accident ,11,0.463197,0.625023,-0.014093
Car Accident ,12,0.444038,0.643930,-0.014405
Car Accident ,13,0.456125,0.713958,-0.018738
Car Accident ,14,0.479206,0.670297,-0.014713
Car Accident ,15,0.465782,0.675234,-0.006139
Car Accident ,16,0.446640,0.688125,-0.002951
Car Accident ,17,0.460082,0.760436,-0.021984
Car Accident ,18,0.477279,0.717360,-0.014739
Car Accident ,19,0.465923,0.720197,-0.003004
Car Accident ,20,0.451403,0.731378,0.004339
Car Accident ,0,0.579955,0.783224,-0.000000
Car Accident ,1,0.582212,0.653993,-0.000869
Car Accident ,2,0.557971,0.563990,-0.004213
Car Accident ,3,0.519575,0.512464,-0.006934
Car Accident ,4,0.487412,0.514061,-0.008416
Car Accident ,5,0.510591,0.597854,-0.014193
Car Accident ,6,0.483106,0.534010,-0.021906
Car Accident ,7,0.509169,0.545683,-0.026583
Car Accident ,8,0.527281,0.571728,-0.027986
Car Accident ,9,0.489510,0.651183,-0.015392
Car Accident ,10,0.477753,0.585105,-0.014520
Car Accident ,11,0.498975,0.590586,-0.012554
Car Accident ,12,0.513446,0.615565,-0.013624
Car Accident ,13,0.478740,0.698126,-0.015578
Car Accident ,14,0.476568,0.639166,-0.010493
Car Accident ,15,0.492619,0.643776,-0.001948
Car Accident ,16,0.504959,0.666884,0.000441
Car Accident ,17,0.474333,0.737330,-0.016247
Car Accident ,18,0.474748,0.685892,-0.009783
Car Accident ,19,0.489027,0.689964,0.000238
Car Accident ,20,0.499157,0.710319,0.006297
Car Accident ,0,0.575718,0.776626,-0.000000
Car Accident ,1,0.580592,0.655001,0.001627
Car Accident ,2,0.556794,0.565538,0.001631
Car Accident ,3,0.519466,0.516240,0.002113
Car Accident ,4,0.492254,0.520103,0.003625
Car Accident ,5,0.512612,0.594401,-0.012229
Car Accident ,6,0.483991,0.531723,-0.017755
Car Accident ,7,0.505851,0.542794,-0.020527
Car Accident ,8,0.522123,0.569814,-0.020794
Car Accident ,9,0.490311,0.644583,-0.013828
Car Accident ,10,0.476615,0.580802,-0.011223
Car Accident ,11,0.494824,0.587422,-0.008623
Car Accident ,12,0.507562,0.612918,-0.008793
Car Accident ,13,0.477833,0.691395,-0.014103
Car Accident ,14,0.474457,0.636116,-0.007364
Car Accident ,15,0.489033,0.641517,-0.000004
Car Accident ,16,0.500816,0.665188,0.001547
Car Accident ,17,0.471298,0.731752,-0.014577
Car Accident ,18,0.470812,0.681959,-0.007605
Car Accident ,19,0.484591,0.687170,0.001262
Car Accident ,20,0.494467,0.707384,0.006582
Car Accident ,0,0.575597,0.769094,-0.000000
Car Accident ,1,0.580826,0.648405,0.002033
Car Accident ,2,0.553634,0.561326,0.003175
Car Accident ,3,0.518382,0.513985,0.004904
Car Accident ,4,0.494186,0.519737,0.007587
Car Accident ,5,0.507386,0.593375,-0.012749
Car Accident ,6,0.485086,0.529158,-0.017345
Car Accident ,7,0.508312,0.538248,-0.019364
Car Accident ,8,0.523695,0.564013,-0.019502
Car Accident ,9,0.486861,0.642124,-0.014073
Car Accident ,10,0.481200,0.580049,-0.010370
Car Accident ,11,0.500578,0.586775,-0.007130
Car Accident ,12,0.511585,0.610947,-0.007314
Car Accident ,13,0.477021,0.687510,-0.013950
Car Accident ,14,0.481392,0.636736,-0.006785
Car Accident ,15,0.496745,0.641675,0.000179
Car Accident ,16,0.507196,0.663516,0.001144
Car Accident ,17,0.472756,0.726635,-0.014015
Car Accident ,18,0.478246,0.682324,-0.007385
Car Accident ,19,0.492853,0.686058,0.000505
Car Accident ,20,0.502667,0.703862,0.004990
Car Accident ,0,0.574663,0.765679,-0.000000
Car Accident ,1,0.581174,0.644364,0.002400
Car Accident ,2,0.554061,0.559562,0.004104
Car Accident ,3,0.519786,0.513364,0.006248
Car Accident ,4,0.496528,0.516104,0.009269
Car Accident ,5,0.507576,0.589724,-0.011136
Car Accident ,6,0.485630,0.528595,-0.014797
Car Accident ,7,0.508465,0.537907,-0.016362
Car Accident ,8,0.523584,0.563469,-0.016403
Car Accident ,9,0.487546,0.638823,-0.012567
Car Accident ,10,0.481540,0.578995,-0.008740
Car Accident ,11,0.500702,0.586153,-0.005887
Car Accident ,12,0.511761,0.610488,-0.006172
Car Accident ,13,0.478164,0.684752,-0.012500
Car Accident ,14,0.481565,0.635269,-0.005415
Car Accident ,15,0.496905,0.639645,0.001078
Car Accident ,16,0.507453,0.660952,0.001877
Car Accident ,17,0.474365,0.724584,-0.012525
Car Accident ,18,0.478791,0.680733,-0.006258
Car Accident ,19,0.493602,0.684058,0.001368
Car Accident ,20,0.503946,0.701588,0.005821
Car Accident ,0,0.575442,0.758827,-0.000000
Car Accident ,1,0.581510,0.639639,0.002492
Car Accident ,2,0.554327,0.555895,0.004077
Car Accident ,3,0.520204,0.510235,0.006024
Car Accident ,4,0.497324,0.513910,0.008744
Car Accident ,5,0.506702,0.584783,-0.011703
Car Accident ,6,0.485815,0.526157,-0.015553
Car Accident ,7,0.508578,0.535748,-0.017163
Car Accident ,8,0.523625,0.560983,-0.017300
Car Accident ,9,0.487774,0.634675,-0.013450
Car Accident ,10,0.483000,0.577604,-0.009885
Car Accident ,11,0.501920,0.585064,-0.007049
Car Accident ,12,0.512844,0.608626,-0.007432
Car Accident ,13,0.479512,0.681549,-0.013691
Car Accident ,14,0.484612,0.635842,-0.006986
Car Accident ,15,0.499670,0.640041,-0.000707
Car Accident ,16,0.510035,0.660207,-0.000097
Car Accident ,17,0.476629,0.722781,-0.014030
Car Accident ,18,0.482633,0.682396,-0.008086
Car Accident ,19,0.497377,0.686199,-0.000740
Car Accident ,20,0.507480,0.703107,0.003459
Car Accident ,0,0.576286,0.755856,-0.000000
Car Accident ,1,0.582256,0.636182,0.002618
Car Accident ,2,0.555005,0.553524,0.004409
Car Accident ,3,0.522221,0.505302,0.006502
Car Accident ,4,0.500014,0.507601,0.009341
Car Accident ,5,0.505982,0.582204,-0.010584
Car Accident ,6,0.487423,0.522530,-0.013823
Car Accident ,7,0.509645,0.532736,-0.015191
Car Accident ,8,0.524015,0.558527,-0.015312
Car Accident ,9,0.487634,0.631616,-0.012256
Car Accident ,10,0.484109,0.574197,-0.008271
Car Accident ,11,0.503032,0.581838,-0.005455
Car Accident ,12,0.513880,0.605193,-0.005887
Car Accident ,13,0.480146,0.678288,-0.012433
Car Accident ,14,0.485596,0.632143,-0.005546
Car Accident ,15,0.500598,0.636450,0.000491
Car Accident ,16,0.510892,0.656573,0.000931
Car Accident ,17,0.477958,0.719461,-0.012687
Car Accident ,18,0.484355,0.678934,-0.006750
Car Accident ,19,0.498949,0.682658,0.000347
Car Accident ,20,0.508778,0.699287,0.004378
Car Accident ,0,0.576028,0.755090,-0.000000
Car Accident ,1,0.583034,0.634888,0.002022
Car Accident ,2,0.555469,0.550908,0.003884
Car Accident ,3,0.522654,0.501987,0.006224
Car Accident ,4,0.500566,0.502952,0.009327
Car Accident ,5,0.507244,0.580244,-0.009935
Car Accident ,6,0.488798,0.519651,-0.012404
Car Accident ,7,0.510917,0.528032,-0.013472
Car Accident ,8,0.525143,0.552641,-0.013483
Car Accident ,9,0.488185,0.629125,-0.011101
Car Accident ,10,0.483324,0.568692,-0.006908
Car Accident ,11,0.502407,0.574315,-0.004473
Car Accident ,12,0.513407,0.598024,-0.005022
Car Accident ,13,0.479857,0.675055,-0.010752
Car Accident ,14,0.482622,0.623766,-0.003914
Car Accident ,15,0.498204,0.627071,0.001959
Car Accident ,16,0.509115,0.648435,0.002519
Car Accident ,17,0.476963,0.714835,-0.010443
Car Accident ,18,0.480667,0.669255,-0.004720
Car Accident ,19,0.495500,0.671659,0.002462
Car Accident ,20,0.505965,0.689572,0.006713
Car Accident ,0,0.576482,0.754894,-0.000000
Car Accident ,1,0.583739,0.634383,0.001388
Car Accident ,2,0.555061,0.548856,0.003054
Car Accident ,3,0.520584,0.502661,0.005540
Car Accident ,4,0.498071,0.506542,0.008835
Car Accident ,5,0.506941,0.582236,-0.012290
Car Accident ,6,0.488663,0.516429,-0.015478
Car Accident ,7,0.511889,0.526517,-0.016565
Car Accident ,8,0.526653,0.553309,-0.016420
Car Accident ,9,0.487508,0.631696,-0.013051
Car Accident ,10,0.484631,0.568635,-0.008674
Car Accident ,11,0.504437,0.575615,-0.005322
Car Accident ,12,0.514810,0.599481,-0.005488
Car Accident ,13,0.479688,0.677487,-0.012321
Car Accident ,14,0.484269,0.624259,-0.005413
Car Accident ,15,0.500491,0.628736,0.001265
Car Accident ,16,0.510798,0.650227,0.002123
Car Accident ,17,0.477559,0.717006,-0.011663
Car Accident ,18,0.482057,0.670470,-0.005832
Car Accident ,19,0.497466,0.673219,0.001869
Car Accident ,20,0.507541,0.690778,0.006319
Car Accident ,0,0.576807,0.757208,-0.000000
Car Accident ,1,0.583241,0.636033,0.001811
Car Accident ,2,0.556107,0.551245,0.003373
Car Accident ,3,0.522336,0.503910,0.005679
Car Accident ,4,0.499559,0.506134,0.008801
Car Accident ,5,0.507433,0.584179,-0.012186
Car Accident ,6,0.488688,0.517347,-0.015092
Car Accident ,7,0.511407,0.526957,-0.015844
Car Accident ,8,0.526087,0.553493,-0.015510
Car Accident ,9,0.487921,0.633478,-0.013040
Car Accident ,10,0.485603,0.570145,-0.008432
Car Accident ,11,0.505239,0.577514,-0.004991
Car Accident ,12,0.515570,0.601297,-0.005167
Car Accident ,13,0.479942,0.679290,-0.012322
Car Accident ,14,0.485268,0.625790,-0.004923
Car Accident ,15,0.501039,0.630934,0.001876
Car Accident ,16,0.511329,0.652651,0.002666
Car Accident ,17,0.477609,0.719177,-0.011658
Car Accident ,18,0.482988,0.673350,-0.005416
Car Accident ,19,0.497929,0.676278,0.002253
Car Accident ,20,0.507831,0.693768,0.006652
Car Accident ,0,0.577398,0.761103,-0.000000
Car Accident ,1,0.583712,0.639536,0.001845
Car Accident ,2,0.557175,0.554630,0.003505
Car Accident ,3,0.523302,0.508892,0.005828
Car Accident ,4,0.500213,0.510130,0.008956
Car Accident ,5,0.507725,0.586688,-0.011218
Car Accident ,6,0.490181,0.519146,-0.013924
Car Accident ,7,0.512516,0.528389,-0.014754
Car Accident ,8,0.526745,0.554137,-0.014572
Car Accident ,9,0.487827,0.635782,-0.012115
Car Accident ,10,0.485671,0.571023,-0.007323
Car Accident ,11,0.505081,0.578004,-0.004105
Car Accident ,12,0.515478,0.602148,-0.004456
Car Accident ,13,0.479711,0.681340,-0.011474
Car Accident ,14,0.484668,0.626527,-0.004065
Car Accident ,15,0.500553,0.631663,0.002530
Car Accident ,16,0.511169,0.653932,0.003233
Car Accident ,17,0.477414,0.720978,-0.010864
Car Accident ,18,0.482085,0.673689,-0.004623
Car Accident ,19,0.496989,0.676371,0.003042
Car Accident ,20,0.507135,0.694407,0.007475
Car Accident ,0,0.579688,0.760463,-0.000000
Car Accident ,1,0.584531,0.639793,0.003019
Car Accident ,2,0.556882,0.555322,0.004991
Car Accident ,3,0.522598,0.506215,0.007533
Car Accident ,4,0.499020,0.509581,0.010826
Car Accident ,5,0.507791,0.587785,-0.010559
Car Accident ,6,0.489586,0.522250,-0.011993
Car Accident ,7,0.512140,0.531608,-0.011884
Car Accident ,8,0.526198,0.558036,-0.011130
Car Accident ,9,0.488450,0.637121,-0.011715
Car Accident ,10,0.486450,0.576402,-0.005329
Car Accident ,11,0.506334,0.583429,-0.001506
Car Accident ,12,0.516517,0.606824,-0.001753
Car Accident ,13,0.481012,0.683433,-0.011085
Car Accident ,14,0.486397,0.633349,-0.002140
Car Accident ,15,0.502470,0.637717,0.004672
Car Accident ,16,0.513016,0.659180,0.005107
Car Accident ,17,0.479396,0.724110,-0.010413
Car Accident ,18,0.484623,0.681445,-0.003030
Car Accident ,19,0.499572,0.684102,0.004875
Car Accident ,20,0.509840,0.701075,0.009285
Car Accident ,0,0.578870,0.762712,-0.000000
Car Accident ,1,0.584918,0.643105,0.001626
Car Accident ,2,0.558090,0.557327,0.003013
Car Accident ,3,0.523718,0.509445,0.005311
Car Accident ,4,0.500243,0.512682,0.008357
Car Accident ,5,0.508317,0.589741,-0.012814
Car Accident ,6,0.490661,0.522846,-0.014885
Car Accident ,7,0.513124,0.531521,-0.015027
Car Accident ,8,0.527195,0.557419,-0.014435
Car Accident ,9,0.487989,0.639254,-0.013441
Car Accident ,10,0.486222,0.576407,-0.007758
Car Accident ,11,0.505954,0.583079,-0.004076
Car Accident ,12,0.516131,0.607024,-0.004333
Car Accident ,13,0.479849,0.685572,-0.012326
Car Accident ,14,0.485262,0.633542,-0.004053
Car Accident ,15,0.501382,0.638121,0.002675
Car Accident ,16,0.511878,0.660034,0.003167
Car Accident ,17,0.477671,0.726063,-0.011234
Car Accident ,18,0.482668,0.680857,-0.004494
Car Accident ,19,0.497721,0.683139,0.003243
Car Accident ,20,0.507872,0.700863,0.007603
Car Accident ,0,0.578027,0.763750,-0.000000
Car Accident ,1,0.584546,0.644730,0.001173
Car Accident ,2,0.558058,0.558358,0.002158
Car Accident ,3,0.523502,0.508723,0.003946
Car Accident ,4,0.499470,0.513478,0.006582
Car Accident ,5,0.507981,0.592154,-0.012012
Car Accident ,6,0.490464,0.523792,-0.014961
Car Accident ,7,0.513373,0.535213,-0.016228
Car Accident ,8,0.527168,0.563362,-0.016369
Car Accident ,9,0.487727,0.641607,-0.012896
